page_id,family,distinct_lines,link_lines,link_fraction,mostly_links
dse/ClarkEconomicsNewsletterArchiveSources,relay-coordination,10,4,0.4,False
dse/ClockCalibFeb17X,unknown,2,0,0.0,False
dse/Cloth4481StatesAMay16,source-cache-url-list,9,8,0.8888888888888888,True
dse/Cloth4481StatesBMay16,source-cache-url-list,9,8,0.8888888888888888,True
dse/Cloth4481StatesCMay16,source-cache-url-list,9,8,0.8888888888888888,True
dse/Cloth4481StatesDMay16,source-cache-url-list,9,8,0.8888888888888888,True
dse/Cloth4481StatesEMay16,source-cache-url-list,9,8,0.8888888888888888,True
dse/ConstructionCohortSep11Q917,relay-coordination,1,0,0.0,False
dse/ConstructionHelperJun03TestX,probe-test,1,0,0.0,False
dse/Continue5501,source-cache-url-list,12,10,0.8333333333333334,True
dse/ContinueFutureOpenAIMD99871,relay-coordination,52,44,0.8461538461538461,True
dse/ContinueFutureOpenAIMD99872,relay-coordination,75,63,0.84,True
dse/ContinueFutureOpenAIMD99873,source-cache-url-list,15,11,0.7333333333333333,True
dse/ContinueLoadNextJune1990001,source-cache-url-list,15,11,0.7333333333333333,True
dse/ContinueLoadNextJune1990002,source-cache-url-list,15,11,0.7333333333333333,True
dse/ContinueNewWordFmt21,source-cache-url-list,4,2,0.5,True
dse/ConverterNoSchemeLinks,source-cache-url-list,3,2,0.6666666666666666,True
dse/CookAPI599,source-or-unclassified,1,1,1.0,True
dse/CookAgeApiLinks88771,source-cache-url-list,3,2,0.6666666666666666,True
dse/CookAgeBridgeUniqueXYZ7788,probe-test,1,0,0.0,False
dse/CookAgeDataBridgeUnique2028QZ,source-cache-url-list,6,5,0.8333333333333334,True
dse/CookAgeLinksUnique424889,source-cache-url-list,7,6,0.8571428571428571,True
dse/CookAgeLinksXYZ1782096050,source-cache-url-list,6,5,0.8333333333333334,True
dse/CookAgeOAIJun22,source-or-unclassified,1,1,1.0,True
dse/CookDataBridgeNewTestXYZ4521,source-cache-url-list,8,7,0.875,True
dse/CookDataFinal174276,source-cache-url-list,3,2,0.6666666666666666,True
dse/CookDataFinal283705,source-cache-url-list,3,2,0.6666666666666666,True
dse/CookDataLinkUnique33614,source-cache-url-list,3,2,0.6666666666666666,True
dse/CookDataTestTry311557,probe-test,1,0,0.0,False
dse/CookDataTestTry826579,probe-test,1,0,0.0,False
dse/CookDataTestTry906573,probe-test,1,0,0.0,False
dse/CookDataURL81388376,source-or-unclassified,1,1,1.0,True
dse/CookLinkPreview99,source-or-unclassified,1,1,1.0,True
dse/CookNewLinksSubsetJun22CC,source-cache-url-list,8,7,0.875,True
dse/CookShort205100,source-or-unclassified,1,1,1.0,True
dse/CookSubsetValuesNowJune22DD,source-cache-url-list,17,16,0.9411764705882353,True
dse/CooksAgeWorkforceQuery2022,source-cache-url-list,12,9,0.75,True
dse/CorrectNext300725,source-cache-url-list,4,3,0.75,True
dse/CorrectNext301045,source-cache-url-list,6,5,0.8333333333333334,True
dse/CorrectNext301650,relay-coordination,24,14,0.5833333333333334,True
dse/CorrectNext301651,source-cache-url-list,6,4,0.6666666666666666,True
dse/CorrectNext301980,relay-coordination,4,2,0.5,True
dse/CorrectNext302008,relay-coordination,4,2,0.5,True
dse/CorrectNext302950,source-or-unclassified,2,1,0.5,True
dse/CorrectTexasBridgeUniqueABC,source-or-unclassified,1,1,1.0,True
dse/CountyHacksAgentJun21,source-cache-url-list,21,19,0.9047619047619048,True
dse/CountyJsonDirectResearch2026JuneX9,source-cache-url-list,10,8,0.8,True
dse/CountyLinksResearch,source-cache-url-list,12,9,0.75,True
dse/CountySmallNextBridge779,relay-coordination,9,7,0.7777777777777778,True
dse/CrawlerNavigationBridge2,source-cache-url-list,17,15,0.8823529411764706,True
dse/CrawlerNavigationLinkTests,source-cache-url-list,7,6,0.8571428571428571,True
dse/CrawlerPathLinksXYZ,source-cache-url-list,1,1,1.0,True
dse/DZSELF0,relay-coordination,4,2,0.5,True
dse/DanUnique7406,source-cache-url-list,11,7,0.6363636363636364,True
dse/DanUnique7407,source-cache-url-list,4,3,0.75,True
dse/DataAltTBlinkTestJX1192,source-cache-url-list,2,2,1.0,True
dse/DataBridgeCashierBach2015Q,source-or-unclassified,1,1,1.0,True
dse/DataCooksAgeBridgeXYZ9,source-cache-url-list,3,2,0.6666666666666666,True
dse/DataCooksGenderAgeLinksX851,source-cache-url-list,7,6,0.8571428571428571,True
dse/DataNacPovertyBridgeXYZJune22,source-cache-url-list,6,5,0.8333333333333334,True
dse/DataPrepBotPumsSectors624,source-cache-url-list,15,15,1.0,True
dse/DataPrepScratchXQ,source-cache-url-list,26,26,1.0,True
dse/DataQueryTest,source-or-unclassified,2,1,0.5,True
dse/DataReferencesUSGovFY23BotA,source-cache-url-list,11,8,0.7272727272727273,True
dse/DataResearchHelperTest,source-or-unclassified,34,25,0.7352941176470589,True
dse/DataResearchMay26,relay-coordination,1,0,0.0,False
dse/DataUSA,source-or-unclassified,1,1,1.0,True
dse/DataUSAAgentNaco2015Bridge,source-cache-url-list,6,4,0.6666666666666666,True
dse/DataUSAAggregateChecksMay20A,source-cache-url-list,10,8,0.8,True
dse/DataUSABridgeQ9281,source-or-unclassified,1,1,1.0,True
dse/DataUSAClothingStateSequenceCollabOct10,mixed-task,35,1,0.02857142857142857,False
dse/DataUSAConnecticutSectorOct15,source-or-unclassified,2,1,0.5,True
dse/DataUSAConstructionWageSep18Live,mixed-task,31,0,0.0,False
dse/DataUSACook45375125,source-or-unclassified,1,1,1.0,True
dse/DataUSACook47189012,source-or-unclassified,1,1,1.0,True
dse/DataUSACooksAgeAgent930006,source-cache-url-list,5,4,0.8,True
dse/DataUSACooksAgeResearchJun22X6,source-cache-url-list,6,5,0.8333333333333334,True
dse/DataUSADenominatorEvidenceMar17,relay-coordination,11,0,0.0,False
dse/DataUSAEduHealthNov19X,source-or-unclassified,1,1,1.0,True
dse/DataUSAHelperNaco123,source-or-unclassified,3,2,0.6666666666666666,True
dse/DataUSAHubMay13X7,source-or-unclassified,1,1,1.0,True
dse/DataUSALinkBridgeJun19,source-or-unclassified,1,1,1.0,True
dse/DataUSAPovertyAllMay21,source-or-unclassified,1,1,1.0,True
dse/DataUSAPovertyBridgeApr09,source-cache-url-list,5,4,0.8,True
dse/DataUSAPovertyExtraMay20D,source-cache-url-list,3,2,0.6666666666666666,True
dse/DataUSAPovertyJun26Relay,relay-coordination,4,0,0.0,False
dse/DataUSAPovertyStateJul03Live,mixed-task,1,0,0.0,False
dse/DataUSAPovertyStateR5Signal,mixed-task,2,0,0.0,False
dse/DataUSAQueryBridgeFeb03Poverty1,source-cache-url-list,40,32,0.8,True
dse/DataUSAQueryBridgeFeb03Poverty2,source-cache-url-list,3,2,0.6666666666666666,True
dse/DataUSAQueryBridgeFeb03Poverty3,source-or-unclassified,4,2,0.5,True
dse/DataUSAQueryBridgeFeb03PovertyAll2021,source-cache-url-list,10,8,0.8,True
dse/DataUSAQueryBridgeFeb03PovertyPage0,source-cache-url-list,14,7,0.5,True
dse/DataUSAQueryBridgeFeb08B,source-cache-url-list,33,25,0.7575757575757576,True
dse/DataUSAQueryBridgeFeb08C,relay-coordination,51,45,0.8823529411764706,True
dse/DataUSAQueryBridgeFeb08D,relay-coordination,26,22,0.8461538461538461,True
dse/DataUSAQueryBridgeSep02,source-cache-url-list,4,3,0.75,True
dse/DataUSAQueryBridgeXQ9,source-cache-url-list,4,3,0.75,True
dse/DataUSAResearchBridgeAscii2026,source-cache-url-list,4,3,0.75,True
dse/DataUSAResearchLinksNacJune22,source-cache-url-list,5,4,0.8,True
dse/DataUSASectorMay07Live,relay-coordination,1,0,0.0,False
dse/DataUSAStatusFeb03HelperXQ,source-cache-url-list,4,3,0.75,True
dse/DataUSATesseractProxyBreakthroughJul12,relay-coordination,6,2,0.3333333333333333,False
dse/DataUSATexasWomenRacesBridge2026,source-cache-url-list,7,5,0.7142857142857143,True
dse/DataUSATexasWomenRacesBridgeAug17,source-cache-url-list,11,10,0.9090909090909091,True
dse/DataUSATimingProbeFeb17,probe-test,1,0,0.0,False
dse/DataUSAWarm44511Feb08X,source-cache-url-list,21,17,0.8095238095238095,True
dse/DataUsaApiBridgeJunePlace,source-cache-url-list,21,16,0.7619047619047619,True
dse/DataUsaGetBridge202856,source-or-unclassified,1,1,1.0,True
dse/DataWikiWorkerPageJuneIEEE,source-cache-url-list,17,13,0.7647058823529411,True
dse/DatahuntTb,source-cache-url-list,3,2,0.6666666666666666,True
dse/DatausaIncomeBridgeABC123,source-cache-url-list,4,2,0.5,True
dse/Dec16OECDPrecision,relay-coordination,1,0,0.0,False
dse/DenomDirectProbeApr10,source-or-unclassified,1,1,1.0,True
dse/DirectPageNoScheme5544,relay-coordination,21,18,0.8571428571428571,True
dse/DirectSECTransformed,relay-coordination,21,16,0.7619047619047619,True
dse/DisplayGatewayCorrectOur665,relay-coordination,17,15,0.8823529411764706,True
dse/Dse/PublicDirectoryBridge,source-cache-url-list,12,8,0.6666666666666666,True
dse/DynamicClosuresHelper/Agent,source-cache-url-list,3,2,0.6666666666666666,True
dse/EN/AgentTexasPovertyBridgeJune22XYZ,source-cache-url-list,11,10,0.9090909090909091,True
dse/EconNewsletterClarkSources,relay-coordination,11,7,0.6363636363636364,True
dse/EduHealthOccupWageResearchJun21ZQ,source-or-unclassified,1,1,1.0,True
dse/EncodedSingleInnerSortedSuccess,source-cache-url-list,28,26,0.9285714285714286,True
dse/EngBridgeWptfkPfp,source-cache-url-list,3,2,0.6666666666666666,True
dse/EnglishRefs/Test,source-cache-url-list,3,2,0.6666666666666666,True
dse/FastSigLatencyTestSep15X,unknown,1,0,0.0,False
dse/Feb20VeteranAgent,relay-coordination,3,0,0.0,False
dse/FederalBudgetReferenceLinks,source-cache-url-list,13,9,0.6923076923076923,True
dse/FederalDataNavigationHelp,source-cache-url-list,6,4,0.6666666666666666,True
dse/FederalDataReferenceXYZ,source-cache-url-list,20,12,0.6,True
dse/FederalLinksForSFReportsZZ,source-cache-url-list,29,22,0.7586206896551724,True
dse/FinalContinueWordX92001,source-cache-url-list,4,3,0.75,True
dse/FirstArmyCorpsTdaRefs84721B,source-cache-url-list,8,7,0.875,True
dse/FirstSaveCookData777,source-cache-url-list,3,2,0.6666666666666666,True
dse/FiscalDataReferenceSandbox075,source-cache-url-list,7,5,0.7142857142857143,True
dse/FitContinueAfter88271,relay-coordination,35,26,0.7428571428571429,True
dse/FooAsciitest,source-or-unclassified,1,1,1.0,True
dse/FooAsciitest/context,unknown,10,0,0.0,False
dse/FooBar579257,relay-coordination,2,0,0.0,False
dse/FooBarBazQux,source-cache-url-list,7,5,0.7142857142857143,True
dse/FooBarCVDTest75745241,relay-coordination,3,0,0.0,False
dse/FooBarPct2526Baz,relay-coordination,10,6,0.6,True
dse/FooBarSecCountyDataJunNineteenFinal,source-cache-url-list,29,27,0.9310344827586207,True
dse/FooBarSecCountyTestingABC987,source-cache-url-list,3,2,0.6666666666666666,True
dse/FooBarTestX,source-or-unclassified,1,1,1.0,True
dse/FooBarX55,source-cache-url-list,7,6,0.8571428571428571,True
dse/FooFolder/ApiQuarterRefs,source-cache-url-list,5,4,0.8,True
dse/FooLangSub,source-or-unclassified,1,1,1.0,True
dse/FooTempTest,source-or-unclassified,20,13,0.65,True
dse/FooTempTest/SubRedirect,probe-test,1,1,1.0,True
dse/FooTempTest/SubTest,probe-test,1,0,0.0,False
dse/FooTmp873Beta,unknown,1,0,0.0,False
dse/FooWindow15X,source-cache-url-list,11,7,0.6363636363636364,True
dse/FooXYZ824111,relay-coordination,21,14,0.6666666666666666,True
dse/Foobar,relay-coordination,19,14,0.7368421052631579,True
dse/FormatMap,source-cache-url-list,3,2,0.6666666666666666,True
dse/FormatSECPrettyCountyJune20B77703,source-cache-url-list,16,12,0.75,True
dse/ForumSeite,relay-coordination,69,44,0.6376811594202898,True
dse/FreshAgentContinueTokenXYZ999AA,relay-coordination,10,8,0.8,True
dse/FreshBridgeMDJune20Z,source-cache-url-list,8,5,0.625,True
dse/FreshBridgePDFSimple,source-cache-url-list,8,7,0.875,True
dse/FreshBridgeWindowNext,source-cache-url-list,8,7,0.875,True
dse/FreshChainFive882,loop-chain-infrastructure,15,11,0.7333333333333333,True
dse/FreshChainFour882,loop-chain-infrastructure,15,11,0.7333333333333333,True
dse/FreshChainOne882,loop-chain-infrastructure,48,34,0.7083333333333334,True
dse/FreshChainThree882,loop-chain-infrastructure,15,11,0.7333333333333333,True
dse/FreshChainTwo882,loop-chain-infrastructure,19,13,0.6842105263157895,True
dse/FreshGETMarkerXXX,source-cache-url-list,23,20,0.8695652173913043,True
dse/FreshMassPage77651,relay-coordination,3,2,0.6666666666666666,True
dse/FreshMassPage77652,probe-test,2,0,0.0,False
dse/FreshMetadataRenderPdfWorkerQ887741,source-or-unclassified,5,3,0.6,True
dse/FreshPublicRecordsViewer17811636571,source-cache-url-list,30,28,0.9333333333333333,True
dse/FreshRouteAfterMore,source-cache-url-list,12,10,0.8333333333333334,True
dse/FreshSecExternalShort103,relay-coordination,10,8,0.8,True
dse/FreshTokenRenderRootPdfSnapshotAlpha8831,source-cache-url-list,2,1,0.5,True
dse/FutureAfterInvestorMD778001,relay-coordination,58,48,0.8275862068965517,True
dse/FutureAfterInvestorMD778002,relay-coordination,46,35,0.7608695652173914,True
dse/FutureCVDExactRequest,relay-coordination,2,0,0.0,False
dse/FutureContinueSmallMD991,relay-coordination,22,17,0.7727272727272727,True
dse/FutureContinueSmallMD992,relay-coordination,4,2,0.5,True
dse/FutureContinueSmallMD993,source-cache-url-list,7,4,0.5714285714285714,True
dse/FutureCorsContinueMerge7711,source-cache-url-list,2,2,1.0,True
dse/FutureDoubleNav22005,source-cache-url-list,5,3,0.6,True
dse/FutureSecSmall19020,relay-coordination,10,6,0.6,True
dse/FutureWillOurCorsContinue8811,relay-coordination,25,22,0.88,True
dse/G5ExistsApr18,relay-coordination,1,0,0.0,False
dse/GCTRawPageB,relay-coordination,74,60,0.8108108108108109,True
dse/GPTDataTexasCitiesPoverty,source-cache-url-list,11,9,0.8181818181818182,True
dse/GeoLinksUniqueJun22,source-cache-url-list,9,8,0.8888888888888888,True
dse/GetContinue7788,source-or-unclassified,6,2,0.3333333333333333,False
dse/HPFragSuperRandomCountyPage1205123,source-cache-url-list,25,19,0.76,True
dse/HelperCharlJanArticleLinksQ0626,source-cache-url-list,10,7,0.7,True
dse/HelperCookLinkTestZZ,source-cache-url-list,10,9,0.9,True
dse/HelperDataUSAQueryCooks85,source-cache-url-list,3,2,0.6666666666666666,True
dse/HelperTestForUrls2,source-cache-url-list,3,2,0.6666666666666666,True
dse/IInt0Foo,probe-test,1,0,0.0,False
dse/IInt10Foo,probe-test,1,0,0.0,False
dse/IInt11Foo,probe-test,1,0,0.0,False
dse/IInt12Foo,probe-test,1,0,0.0,False
dse/IhmeLbdTbQuerySource,source-cache-url-list,15,7,0.4666666666666667,False
dse/ImaginaryAgentOpenAITester98761,relay-coordination,1,1,1.0,True
dse/IncomeTopProof586657,source-or-unclassified,2,1,0.5,True
dse/Inj0Test,probe-test,1,0,0.0,False
dse/Inj10Test,probe-test,1,0,0.0,False
dse/InvestorBridgeMassachusetts,relay-coordination,35,24,0.6857142857142857,True
dse/InvestorOfficialMassBBB,relay-coordination,25,19,0.76,True
dse/InvestorOfficialSimpleJun1905,source-cache-url-list,13,10,0.7692307692307693,True
dse/InvestorSelfNext,relay-coordination,13,9,0.6923076923076923,True
dse/Jan13AsianR4Signal,relay-coordination,2,0,0.0,False
dse/Jan14PovertyWatcher,relay-coordination,1,0,0.0,False
dse/Jan21PoliceReplyToJan06,relay-coordination,1,0,0.0,False
dse/JohnClarkRefsNewsletterQ2026,relay-coordination,5,4,0.8,True
dse/Jul23WageLive,relay-coordination,1,0,0.0,False
dse/Jun04RRPStatus,relay-coordination,1,0,0.0,False
dse/Jun05OECDScout,relay-coordination,10,0,0.0,False
dse/Jun07PLEASESignalCashierR5BeforeFinal,relay-coordination,3,0,0.0,False
dse/Jun07R5WallUTCStatusRequestAug26,relay-coordination,1,0,0.0,False
dse/Jun07URGENTCounterNeedsCachebusterAtR5,relay-coordination,1,0,0.0,False
dse/LangApiFeb17FastX,source-cache-url-list,5,4,0.8,True
dse/LangBridgeApr18,source-cache-url-list,3,2,0.6666666666666666,True
dse/LangTestZZZ3,source-cache-url-list,3,2,0.6666666666666666,True
dse/LanguageState8891,source-cache-url-list,11,10,0.9090909090909091,True
dse/LanguageStateBridge,source-or-unclassified,2,2,1.0,True
dse/LanguageWatcherNov12,relay-coordination,1,0,0.0,False
dse/LinkGatewayForPublicData,source-cache-url-list,18,9,0.5,True
dse/LinkOccupationQzx,source-or-unclassified,2,1,0.5,True
dse/LinkSourcesPlainAscii,source-or-unclassified,8,6,0.75,True
dse/Links,source-cache-url-list,5,3,0.6,True
dse/LiveChildProxy998800,source-cache-url-list,8,5,0.625,True
dse/LookupPublicRecordsTexasArchive1918,source-cache-url-list,13,12,0.9230769230769231,True
dse/LoopNextWord100380,loop-chain-infrastructure,3,2,0.6666666666666666,True
dse/LoopNextWord101660,loop-chain-infrastructure,13,7,0.5384615384615384,True
dse/LoopNextWord102320,loop-chain-infrastructure,4,2,0.5,True
dse/LoopNextWord102330,loop-chain-infrastructure,5,3,0.6,True
dse/LoopNextWord102600,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102601,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102620,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102621,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102640,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102641,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102660,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102661,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102680,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102681,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102700,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102701,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102720,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102721,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102740,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102741,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102760,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102761,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102780,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102800,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102801,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102820,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102821,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102840,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102841,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102860,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102861,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102880,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102881,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102900,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102901,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102920,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102921,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102940,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102941,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102960,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102961,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102980,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord102981,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103000,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103001,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103020,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103021,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103040,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103041,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103060,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103061,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103080,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103081,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103100,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103101,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103120,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103121,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103140,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103141,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103160,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103161,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103180,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103181,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103200,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103201,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103220,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103221,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103240,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103260,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103261,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103280,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103281,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103301,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103321,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103339,loop-chain-infrastructure,30,28,0.9333333333333333,True
dse/LoopNextWord103340,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103341,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103360,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103361,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103380,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103381,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103400,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103401,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103420,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103421,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103441,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103460,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103461,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103480,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103500,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103501,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103520,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103521,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103540,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103541,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103560,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103561,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103580,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103581,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103600,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103601,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103620,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103621,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103640,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103641,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103660,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103661,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103680,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103681,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103700,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103701,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103720,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103721,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103740,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103741,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103760,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103781,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103800,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103820,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103821,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103840,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103841,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103860,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103861,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103881,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103900,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103901,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103920,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103921,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103940,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103941,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103960,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103961,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103980,loop-chain-infrastructure,6,4,0.6666666666666666,True
dse/LoopNextWord103981,loop-chain-infrastructure,6,4,0.6666666666666666,True
