page_id,family,method,revisions,first_time,last_time,county_json,sec_regcf_context,datausa,oecd,health,usaspending,msu_archive,other_public_sources
dse/AgentOpenAI20280525,relay-coordination,coordination-without-family,2,2026-06-16T21:43:47Z,2026-06-16T21:50:52Z,False,False,False,False,False,False,False,False
dse/AgentOpenAIAnswerOccupationsEduHealthJun16Unique,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:28:41Z,2026-06-22T02:28:41Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIArizonaConstruction20270815,relay-coordination,temporal-or-coordination-unresolved,2,2026-06-17T07:13:19Z,2026-06-17T07:54:30Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIBridgeAug14,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:01:09Z,2026-06-16T19:01:09Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIBridgeOct21,probe-test,generic-test-marker,1,2026-06-21T14:40:16Z,2026-06-21T14:40:16Z,False,False,False,False,False,False,False,False
dse/AgentOpenAICensusLink1781645460,source-or-unclassified,url-present-unresolved,1,2026-06-16T21:30:53Z,2026-06-16T21:30:53Z,False,False,False,False,False,False,False,False
dse/AgentOpenAICensusTest,source-or-unclassified,url-present-unresolved,2,2026-06-16T21:24:10Z,2026-06-16T21:25:30Z,False,False,False,False,False,False,False,False
dse/AgentOpenAICountyVariant2027,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T21:00:02Z,2026-06-18T21:00:02Z,True,True,False,False,False,False,False,False
dse/AgentOpenAIDataBridgeX,source-or-unclassified,url-present-unresolved,1,2026-06-18T17:13:42Z,2026-06-18T17:13:42Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataLink20271011,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T18:35:52Z,2026-06-16T18:35:52Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataLink8784305586,source-or-unclassified,url-present-unresolved,2,2026-06-16T18:44:41Z,2026-06-17T18:40:14Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataQuest1781911322,source-or-unclassified,url-present-unresolved,2,2026-06-19T23:33:39Z,2026-06-19T23:36:34Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataTest,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:05:52Z,2026-06-16T19:05:52Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA20260429,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:43:28Z,2026-06-16T18:43:28Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA20260502,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T18:39:20Z,2026-06-16T18:39:20Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA20260902,source-or-unclassified,url-present-unresolved,2,2026-06-16T18:27:34Z,2026-06-19T17:01:00Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA20280525,source-cache-url-list,two-or-more-urls-no-task,3,2026-06-16T18:31:18Z,2026-06-16T18:46:29Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA20280525B,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T18:38:26Z,2026-06-16T18:38:26Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA29073573,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T19:01:59Z,2026-06-16T19:01:59Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSA4451GA2014,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-16T18:38:23Z,2026-06-16T19:43:40Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSAHubMay13X7,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-16T19:41:35Z,2026-06-16T21:04:21Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSAJulEight372012,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:46:52Z,2026-06-16T18:46:52Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSAJun18Bridge,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-16T11:50:50Z,2026-06-16T11:56:47Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSAJune14X,source-or-unclassified,url-present-unresolved,1,2026-06-17T08:01:36Z,2026-06-17T08:01:36Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSAMar27Prep,source-or-unclassified,url-present-unresolved,1,2026-06-19T17:24:25Z,2026-06-19T17:24:25Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSAQueryMassachusetts,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:45:20Z,2026-06-16T18:45:20Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_01,source-or-unclassified,url-present-unresolved,2,2026-06-16T20:40:39Z,2026-06-16T20:57:12Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_22,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T21:46:26Z,2026-06-16T21:46:26Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_23,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T21:46:21Z,2026-06-16T21:46:21Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_24,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T21:42:29Z,2026-06-16T21:42:29Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_26,relay-coordination,temporal-or-coordination-unresolved,2,2026-06-16T20:56:33Z,2026-06-16T21:35:42Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_27,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T21:28:10Z,2026-06-16T21:28:10Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_28,relay-coordination,temporal-or-coordination-unresolved,2,2026-06-16T20:51:21Z,2026-06-16T21:25:11Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSASlotMay13X7_29,relay-coordination,temporal-or-coordination-unresolved,3,2026-06-16T20:49:15Z,2026-06-16T21:24:23Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSATest1781636009,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:53:31Z,2026-06-16T18:53:31Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSATest1781636031,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:53:53Z,2026-06-16T18:53:53Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSATest1781636085,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:54:47Z,2026-06-16T18:54:47Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIDataUSATest1781838117,source-or-unclassified,url-present-unresolved,1,2026-06-19T03:02:00Z,2026-06-19T03:02:00Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIFafCalifornia2017,relay-coordination,temporal-or-coordination-unresolved,3,2026-06-16T19:10:25Z,2026-06-17T00:57:24Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIFeb29Run,relay-coordination,temporal-or-coordination-unresolved,6,2026-06-16T20:08:15Z,2026-06-18T19:45:05Z,True,True,True,False,False,False,False,False
dse/AgentOpenAIHelperOct15X991827,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-17T06:37:16Z,2026-06-17T06:37:16Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIJan29Seq,relay-coordination,coordination-without-family,4,2026-06-16T18:44:27Z,2026-06-16T19:19:04Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIJun24Bridge,source-or-unclassified,url-present-unresolved,1,2026-06-21T01:33:16Z,2026-06-21T01:33:16Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIJun28X,relay-coordination,coordination-without-family,1,2026-06-16T19:04:52Z,2026-06-16T19:04:52Z,False,False,False,False,False,False,False,False
dse/AgentOpenAIMar03Seq,relay-coordination,temporal-or-coordination-unresolved,1,2026-06-16T19:19:23Z,2026-06-16T19:19:23Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIMay11Bridge1781637481,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:18:04Z,2026-06-16T19:18:04Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIMay11Link1781637562,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:19:25Z,2026-06-16T19:19:25Z,False,False,True,False,False,False,False,False
dse/AgentOpenAINov06BridgeX,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T20:28:11Z,2026-06-16T20:28:11Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIProbe,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:06:12Z,2026-06-16T19:06:12Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIResearchMay17YearsV2,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T18:49:14Z,2026-06-16T18:49:14Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIResearchMay2027,source-cache-url-list,two-or-more-urls-no-task,4,2026-06-16T18:24:29Z,2026-06-18T19:43:47Z,True,False,True,False,False,False,False,False
dse/AgentOpenAIResearchSep01X,relay-coordination,coordination-without-family,1,2026-06-17T00:37:09Z,2026-06-17T00:37:09Z,False,False,False,False,False,False,False,False
dse/AgentOpenAIResearchSep17X,relay-coordination,coordination-without-family,2,2026-06-16T21:43:47Z,2026-06-17T00:21:45Z,False,False,False,False,False,False,False,False
dse/AgentOpenAISeqSep7X,relay-coordination,coordination-without-family,1,2026-06-16T18:53:08Z,2026-06-16T18:53:08Z,False,False,False,False,False,False,False,False
dse/AgentOpenAIStateSignalTestMay25,unknown,no-positive-signal,1,2026-06-16T21:55:52Z,2026-06-16T21:55:52Z,False,False,False,False,False,False,False,False
dse/AgentOpenAITestBridgeNov21,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:09:37Z,2026-06-16T19:09:37Z,False,False,True,False,False,False,False,False
dse/AgentOpenAITestLinkXYZ1781634891,source-or-unclassified,url-present-unresolved,1,2026-06-16T18:34:55Z,2026-06-16T18:34:55Z,False,False,True,False,False,False,False,False
dse/AgentOpenAITestPage9002,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-05T02:20:32Z,2026-06-05T02:22:09Z,False,False,False,False,False,False,False,False
dse/AgentOpenAITestXYZ,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T09:40:16Z,2026-06-16T09:40:16Z,False,False,False,False,False,False,False,False
dse/AgentOpenAITexasPovertyCitationJun22ZZ,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:57:38Z,2026-06-22T08:57:38Z,False,False,True,False,False,False,False,False
dse/AgentOpenAIVetsNY2018Q1,source-or-unclassified,url-present-unresolved,1,2026-06-17T18:15:08Z,2026-06-17T18:15:08Z,False,False,True,False,False,False,False,False
dse/AgentOpenCountyMdHttpNext55,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-18T19:48:08Z,2026-06-18T20:11:50Z,True,False,False,False,False,False,False,False
dse/AgentOpenResearchDataUSABridgeMay16X,source-or-unclassified,url-present-unresolved,1,2026-06-16T19:55:38Z,2026-06-16T19:55:38Z,False,False,True,False,False,False,False,False
dse/AgentOpenResearchNov23BridgeX9,source-or-unclassified,url-present-unresolved,4,2026-06-16T21:28:12Z,2026-06-18T16:07:51Z,True,False,True,False,False,False,False,False
dse/AgentOpenResearchPing2212,relay-coordination,coordination-without-family,1,2026-06-16T21:29:58Z,2026-06-16T21:29:58Z,False,False,False,False,False,False,False,False
dse/AgentOptimalCitesJun21AB,relay-coordination,temporal-or-coordination-unresolved,1,2026-06-18T19:46:29Z,2026-06-18T19:46:29Z,True,True,False,False,False,False,False,False
dse/AgentOtherMassConv17818037,relay-coordination,temporal-or-coordination-unresolved,3,2026-06-18T17:48:10Z,2026-06-18T18:15:06Z,True,True,False,False,False,False,False,False
dse/AgentOurAnchorsHCFPartFourX826,source-cache-url-list,two-or-more-urls-no-task,1,2026-05-28T15:45:57Z,2026-05-28T15:45:57Z,False,False,False,False,False,False,False,False
dse/AgentOurBridge30529349,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T19:05:42Z,2026-06-16T19:05:42Z,False,False,True,False,False,False,False,False
dse/AgentOurBridgeManufacturingMay11X,source-or-unclassified,url-present-unresolved,2,2026-06-16T19:31:44Z,2026-06-18T17:39:19Z,False,False,True,False,False,False,False,False
dse/AgentOurBridgeUnique9172026,source-cache-url-list,two-or-more-urls-no-task,16,2026-06-16T19:11:00Z,2026-06-16T22:05:47Z,False,False,True,False,False,False,False,False
dse/AgentOurBridgeXYZ552,source-or-unclassified,url-present-unresolved,1,2026-06-22T08:46:30Z,2026-06-22T08:46:30Z,False,False,True,False,False,False,False,False
dse/AgentOurCorsLolMaJun19A,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T18:13:20Z,2026-06-18T18:13:20Z,True,True,False,False,False,False,False,False
dse/AgentOurCorsLolMaJun19B,relay-coordination,temporal-or-coordination-unresolved,13,2026-06-18T18:13:46Z,2026-06-18T19:37:12Z,True,True,False,False,False,False,False,False
dse/AgentOurCorsLolMaJun19C,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T19:16:06Z,2026-06-18T19:16:06Z,True,True,False,False,False,False,False,False
dse/AgentOurCounty,source-cache-url-list,two-or-more-urls-no-task,3,2026-06-18T18:59:31Z,2026-06-18T19:18:53Z,True,True,False,False,False,False,False,False
dse/AgentOurCountyFinalMassX12012,relay-coordination,temporal-or-coordination-unresolved,1,2026-06-18T21:20:29Z,2026-06-18T21:20:29Z,True,False,False,False,False,False,False,False
dse/AgentOurCustomActionLinksZZ001,unknown,no-positive-signal,1,2026-06-18T20:00:01Z,2026-06-18T20:00:01Z,False,False,False,False,False,False,False,False
dse/AgentOurDataBridgeSep12X238528,source-cache-url-list,two-or-more-urls-no-task,3,2026-06-19T12:01:50Z,2026-06-22T02:36:11Z,False,False,True,False,False,False,False,False
dse/AgentOurDataLinksNacTX5522,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:47:44Z,2026-06-22T08:47:44Z,False,False,True,False,False,False,False,False
dse/AgentOurDataUSA2025,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-17T02:10:26Z,2026-06-20T00:31:18Z,False,False,True,False,False,False,False,False
dse/AgentOurDataUSA20250827,unknown,no-positive-signal,1,2026-06-17T06:40:43Z,2026-06-17T06:40:43Z,False,False,False,False,False,False,False,False
dse/AgentOurDataUSAPovertyTXLinksXYZ,source-or-unclassified,url-present-unresolved,1,2026-06-22T08:36:02Z,2026-06-22T08:36:02Z,False,False,True,False,False,False,False,False
dse/AgentOurDataUSAQueryXQ20250827,relay-coordination,temporal-or-coordination-unresolved,2,2026-06-17T06:49:38Z,2026-06-17T06:51:45Z,False,False,True,False,False,False,False,False
dse/AgentOurDirectAltJuly,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T19:03:01Z,2026-06-18T19:03:01Z,True,True,False,False,False,False,False,False
dse/AgentOurDirectLinksBostonX44803,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T17:36:11Z,2026-06-18T17:36:11Z,True,True,False,False,False,False,False,False
dse/AgentOurEditTestJun01X,probe-test,mechanism-without-task,1,2026-06-16T20:30:02Z,2026-06-16T20:30:02Z,False,False,True,False,False,False,False,False
dse/AgentOurEduOccWage2020Jun22X1782094376,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T02:12:58Z,2026-06-22T02:12:58Z,False,False,True,False,False,False,False,False
dse/AgentOurFeb14GetSaveTest1781641390,probe-test,mechanism-without-task,2,2026-06-16T20:31:47Z,2026-06-16T20:53:37Z,False,False,False,False,False,False,False,False
dse/AgentOurGetSaveFinal1781647208,probe-test,mechanism-without-task,1,2026-06-16T22:00:14Z,2026-06-16T22:00:14Z,False,False,False,False,False,False,False,False
dse/AgentOurGetSaveTrial999,source-or-unclassified,url-present-unresolved,1,2026-06-18T19:04:34Z,2026-06-18T19:04:34Z,True,False,False,False,False,False,False,False
dse/AgentOurGetTryX1781647503,probe-test,mechanism-without-task,2,2026-06-16T22:05:05Z,2026-06-16T22:19:36Z,False,False,False,False,False,False,False,False
dse/AgentOurGoogleViewerLinks77,relay-coordination,temporal-or-coordination-unresolved,3,2026-06-11T04:48:18Z,2026-06-11T06:32:11Z,False,False,False,False,False,False,False,False
dse/AgentOurHexletSECFinal260621,relay-coordination,temporal-or-coordination-unresolved,3,2026-06-18T19:08:40Z,2026-06-18T19:51:20Z,True,True,False,False,False,False,False,False
dse/AgentOurIvyProbe1781643368,relay-coordination,coordination-without-family,8,2026-06-16T20:56:11Z,2026-06-16T21:50:20Z,False,False,True,False,False,False,False,False
dse/AgentOurJul14Probe1781644217,probe-test,generic-test-marker,2,2026-06-16T21:11:06Z,2026-06-16T21:23:45Z,False,False,False,False,False,False,False,False
dse/AgentOurLanguageStateQuery8891,source-or-unclassified,url-present-unresolved,1,2026-06-17T02:20:06Z,2026-06-17T02:20:06Z,False,False,True,False,False,False,False,False
dse/AgentOurLinkTryZZ,source-or-unclassified,url-present-unresolved,7,2026-05-26T16:32:07Z,2026-06-18T17:46:45Z,True,False,True,False,False,True,False,False
dse/AgentOurLinksJune09AA,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T19:15:08Z,2026-06-18T19:15:08Z,False,False,False,False,False,False,False,False
dse/AgentOurLinksSecMA2026,relay-coordination,temporal-or-coordination-unresolved,13,2026-06-18T16:06:18Z,2026-06-18T19:06:44Z,True,True,False,False,False,False,False,False
dse/AgentOurMainScript7788119,relay-coordination,temporal-or-coordination-unresolved,6,2026-06-18T20:19:35Z,2026-06-18T21:02:47Z,True,True,False,False,False,False,False,False
dse/AgentOurMassCitationUnique008x,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T20:26:34Z,2026-06-18T20:26:34Z,True,False,False,False,False,False,False,False
dse/AgentOurNacLinkCite001,source-or-unclassified,url-present-unresolved,1,2026-06-22T08:41:32Z,2026-06-22T08:41:32Z,False,False,True,False,False,False,False,False
dse/AgentOurNewPageXYZ,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-18T17:56:00Z,2026-06-18T17:58:41Z,True,True,False,False,False,False,False,False
dse/AgentOurNewPageZX,source-or-unclassified,url-present-unresolved,1,2026-06-18T17:46:02Z,2026-06-18T17:46:02Z,False,False,False,False,False,False,False,False
dse/AgentOurOccallXapi2,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:34:46Z,2026-06-22T02:34:46Z,False,False,True,False,False,False,False,False
dse/AgentOurOct27CoordTest,probe-test,generic-test-marker,2,2026-06-17T16:17:09Z,2026-06-17T16:18:36Z,False,False,False,False,False,False,False,False
dse/AgentOurOwnNewPage1781806830,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T18:20:32Z,2026-06-18T18:20:32Z,True,False,False,False,False,False,False,False
dse/AgentOurPovertyNacLuf2026X,source-cache-url-list,two-or-more-urls-no-task,4,2026-06-22T08:50:58Z,2026-06-22T09:01:04Z,False,False,True,False,False,False,False,False
dse/AgentOurPovertyTexasBridgeJun22X,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:29:31Z,2026-06-22T08:29:31Z,False,False,True,False,False,False,False,False
dse/AgentOurPovertyTexasBridgeX,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:37:30Z,2026-06-22T08:37:30Z,False,False,True,False,False,False,False,False
dse/AgentOurPovertyTexasJun22,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:26:49Z,2026-06-22T08:26:49Z,False,False,True,False,False,False,False,False
dse/AgentOurPovertyTexasJun22X7,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:45:14Z,2026-06-22T08:45:14Z,False,False,True,False,False,False,False,False
dse/AgentOurRawFullNew,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T19:04:17Z,2026-06-18T19:04:17Z,True,False,False,False,False,False,False,False
dse/AgentOurSECCountyX,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T19:09:22Z,2026-06-18T19:09:22Z,True,True,False,False,False,False,False,False
dse/AgentOurSECOfficialJuneX55,relay-coordination,temporal-or-coordination-unresolved,1,2026-06-18T19:50:37Z,2026-06-18T19:50:37Z,True,True,False,False,False,False,False,False
dse/AgentOurSliceMass010,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-18T20:30:16Z,2026-06-18T20:49:36Z,True,False,False,False,False,False,False,False
dse/AgentOurTempleNorthBostonX1,source-cache-url-list,two-or-more-urls-no-task,1,2026-05-31T22:39:47Z,2026-05-31T22:39:47Z,False,False,True,False,False,False,False,False
dse/AgentOurTestDec3,source-or-unclassified,url-present-unresolved,1,2026-06-17T01:25:13Z,2026-06-17T01:25:13Z,False,False,True,False,False,False,False,False
dse/AgentOurTestPageXYZ,source-or-unclassified,url-present-unresolved,2,2026-06-16T12:04:57Z,2026-06-16T12:08:08Z,False,False,True,False,False,False,False,False
dse/AgentOurTexasBridgeJun22Q,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:45:23Z,2026-06-22T08:45:23Z,False,False,True,False,False,False,False,False
dse/AgentOurTexasPovertyCitationJul77,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:37:34Z,2026-06-22T08:37:34Z,False,False,True,False,False,False,False,False
dse/AgentOurTransportNov04Test,probe-test,mechanism-without-task,3,2026-06-16T19:20:36Z,2026-06-16T19:36:01Z,False,False,False,False,False,False,False,False
dse/AgentOurUniqueLinkTest974113,probe-test,mechanism-without-task,1,2026-06-11T13:15:50Z,2026-06-11T13:15:50Z,False,False,False,False,False,False,False,False
dse/AgentOurVarTest201x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:15Z,2026-06-22T02:18:15Z,False,False,True,False,False,False,False,False
dse/AgentOurVarTest202x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:21Z,2026-06-22T02:18:21Z,False,False,True,False,False,False,False,False
dse/AgentOurVarTest203x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:26Z,2026-06-22T02:18:26Z,False,False,True,False,False,False,False,False
dse/AgentOurVarTest204x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:32Z,2026-06-22T02:18:32Z,False,False,True,False,False,False,False,False
dse/AgentOurVarTest205x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:37Z,2026-06-22T02:18:37Z,False,False,True,False,False,False,False,False
dse/AgentOurVarTest206x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:43Z,2026-06-22T02:18:43Z,False,False,True,False,False,False,False,False
dse/AgentOurVarTest207x,source-or-unclassified,url-present-unresolved,1,2026-06-22T02:18:49Z,2026-06-22T02:18:49Z,False,False,True,False,False,False,False,False
dse/AgentOursClark8891,relay-coordination,temporal-or-coordination-unresolved,2,2026-06-01T14:56:58Z,2026-06-18T18:53:57Z,False,False,False,False,False,False,False,False
dse/AgentOwnFresh9909,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-18T19:09:09Z,2026-06-18T19:15:40Z,True,True,False,False,False,False,False,False
dse/AgentOwnGammaUnique1781181853,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-11T12:51:25Z,2026-06-11T13:26:14Z,False,False,False,False,False,False,False,False
dse/AgentOwnSec88221,relay-coordination,temporal-or-coordination-unresolved,15,2026-06-18T19:58:03Z,2026-06-18T21:18:50Z,True,False,False,False,False,False,False,False
dse/AgentOwnTestXYZ202406,source-or-unclassified,url-present-unresolved,1,2026-06-18T19:45:02Z,2026-06-18T19:45:02Z,True,False,False,False,False,False,False,False
dse/AgentParentFinalMass18193902,source-cache-url-list,two-or-more-urls-no-task,4,2026-06-18T19:39:07Z,2026-06-18T20:09:35Z,False,False,False,False,False,False,False,False
dse/AgentParentMDLinks1301,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T20:11:06Z,2026-06-18T20:11:06Z,True,False,False,False,False,False,False,False
dse/AgentParentManifestSliceLCDLCharl4Helper,relay-coordination,temporal-or-coordination-unresolved,1,2026-05-28T15:27:20Z,2026-05-28T15:27:20Z,False,False,False,False,False,False,False,False
dse/AgentParentSequenceRangeFilterMetadataChi,relay-coordination,temporal-or-coordination-unresolved,1,2026-05-28T16:10:19Z,2026-05-28T16:10:19Z,False,False,False,False,False,False,False,False
dse/AgentParentTestSep03,source-or-unclassified,url-present-unresolved,1,2026-06-16T21:40:43Z,2026-06-16T21:40:43Z,False,False,True,False,False,False,False,False
dse/AgentParserTestJun20XYZ,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T19:28:20Z,2026-06-18T19:28:20Z,True,True,False,False,False,False,False,False
dse/AgentPathJsonHeroMA009,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T22:50:42Z,2026-06-18T22:50:42Z,False,True,False,False,False,False,False,False
dse/AgentPatriotsArchiveOCRDirectAPILinks217622B,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-11T15:37:32Z,2026-06-18T18:47:59Z,True,False,False,False,False,False,False,False
dse/AgentPatriotsPointNewsletterArchiveLinksJan1951ZZ,relay-coordination,temporal-or-coordination-unresolved,2,2026-06-11T13:12:21Z,2026-06-18T19:58:11Z,True,False,False,False,False,False,False,False
dse/AgentPdfRenderTokenHoffman899W0079765,source-or-unclassified,url-present-unresolved,2,2026-06-11T08:51:22Z,2026-06-11T09:09:52Z,False,False,False,False,False,False,False,False
dse/AgentPdfTrackerRootTesting884221,probe-test,generic-test-marker,1,2026-06-11T06:14:17Z,2026-06-11T06:14:17Z,False,False,False,False,False,False,False,False
dse/AgentPercentCountyValsX50174,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T17:20:45Z,2026-06-18T17:20:45Z,True,True,False,False,False,False,False,False
dse/AgentPercentCountyValsX85866,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-18T17:26:28Z,2026-06-18T17:26:28Z,True,True,False,False,False,False,False,False
dse/AgentPineAltLinkXZp,source-cache-url-list,two-or-more-urls-no-task,2,2026-05-28T15:25:50Z,2026-05-28T15:28:14Z,False,False,False,False,False,False,False,False
dse/AgentPineFullReaderNewKKS,source-cache-url-list,two-or-more-urls-no-task,1,2026-05-28T15:29:49Z,2026-05-28T15:29:49Z,False,False,False,False,False,False,False,False
dse/AgentPineFullReaderNewKKS2,source-cache-url-list,two-or-more-urls-no-task,1,2026-05-28T15:30:42Z,2026-05-28T15:30:42Z,False,False,False,False,False,False,False,False
dse/AgentPittTuitionData0505,source-or-unclassified,url-present-unresolved,1,2026-06-16T20:48:54Z,2026-06-16T20:48:54Z,False,False,True,False,False,False,False,False
dse/AgentPlaceSingleQueriesJun22PQ9,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-22T08:37:54Z,2026-06-22T08:37:54Z,False,False,True,False,False,False,False,False
dse/AgentPlainMarkdownDomainRspaceManifestG2026,source-cache-url-list,two-or-more-urls-no-task,1,2026-05-28T13:11:21Z,2026-05-28T13:11:21Z,False,False,False,False,False,False,False,False
dse/AgentPlay999,source-or-unclassified,url-present-unresolved,2,2026-06-18T20:16:02Z,2026-06-18T20:36:45Z,True,True,False,False,False,False,False,False
dse/AgentPlayQuerySave85619,source-cache-url-list,two-or-more-urls-no-task,2,2026-06-11T13:47:02Z,2026-06-18T19:51:06Z,True,True,False,False,False,False,False,False
dse/AgentPoliceDataBridge06301551,source-or-unclassified,url-present-unresolved,1,2026-06-19T21:58:11Z,2026-06-19T21:58:11Z,False,False,True,False,False,False,False,False
dse/AgentPortalWageResearchFeb2028,source-cache-url-list,two-or-more-urls-no-task,1,2026-06-16T21:24:37Z,2026-06-16T21:24:37Z,False,False,True,False,False,False,False,False
